DateTime,Water_Temp_C,DO_pctsat,DO_mg_l,Conductivity_uS_cm,TDS_mg_l,Salinity_ppt,pH_SU
2024-08-14 14:56:33,25.42,81.7,6.69,415.5,270,0.2,6.76
2024-08-14 14:56:43,25.578,82,6.7,415.4,270,0.2,6.76
2024-08-14 14:56:53,25.42,81.4,6.67,415.4,270,0.2,6.76
2024-08-14 14:57:03,25.487,81.5,6.67,415.1,270,0.2,6.76
2024-08-14 14:57:13,25.559,81.7,6.68,415.6,270,0.2,6.76
2024-08-14 14:57:23,25.596,81.7,6.67,415.7,270,0.2,6.76
2024-08-14 14:57:33,25.511,80.9,6.62,415.4,270,0.2,6.76
2024-08-14 14:57:43,25.557,80.6,6.59,415,270,0.2,6.76
2024-08-14 14:57:53,25.528,80.1,6.54,415,270,0.2,6.75
2024-08-14 14:58:03,25.45,79.5,6.51,415.2,270,0.2,6.75
2024-08-14 14:58:13,25.33,78.9,6.47,415.1,270,0.2,6.75
2024-08-14 14:58:23,25.369,78.7,6.46,415,270,0.2,6.75
2024-08-14 14:58:33,25.432,79,6.47,415,270,0.2,6.75
2024-08-14 14:58:43,25.432,79.1,6.47,415,270,0.2,6.74
2024-08-14 14:58:53,25.381,78.7,6.45,414.7,270,0.2,6.74
2024-08-14 14:59:03,25.387,78.3,6.42,414.6,269,0.2,6.74
2024-08-14 14:59:13,25.395,78.4,6.42,414.7,270,0.2,6.74
2024-08-14 14:59:23,25.433,78.6,6.44,414.8,270,0.2,6.74
2024-08-14 14:59:33,25.43,78.6,6.44,414.8,270,0.2,6.74
2024-08-14 14:59:43,25.44,78.3,6.42,414.8,270,0.2,6.74
2024-08-14 14:59:53,25.452,77.9,6.38,414.8,270,0.2,6.74
2024-08-14 15:00:03,25.479,77.8,6.37,414.6,270,0.2,6.74
2024-08-14 15:00:13,25.474,77.6,6.35,414.5,269,0.2,6.74
2024-08-14 15:00:23,25.484,77.1,6.31,414.5,269,0.2,6.74
2024-08-14 15:00:33,25.506,77,6.3,414.4,269,0.2,6.74
2024-08-14 15:00:43,25.588,77.2,6.31,414.5,269,0.2,6.73
2024-08-14 15:00:53,25.508,76.9,6.29,414.2,269,0.2,6.73
2024-08-14 15:01:03,25.27,75.9,6.24,413.9,269,0.2,6.74
2024-08-14 15:01:13,25.208,75.5,6.21,414,269,0.2,6.74
2024-08-14 15:01:23,25.267,75.4,6.2,414,269,0.2,6.74
2024-08-14 15:01:33,25.321,75.6,6.2,413.8,269,0.2,6.74
2024-08-14 15:01:43,25.243,75.4,6.19,413.5,269,0.2,6.73
2024-08-14 15:01:53,25.103,74.6,6.15,413.3,269,0.2,6.73
2024-08-14 15:02:03,25.136,74.3,6.12,413.2,269,0.2,6.73
2024-08-14 15:02:13,25.03,73.7,6.08,413.1,269,0.2,6.73
2024-08-14 15:02:23,24.951,72.8,6.02,412.9,268,0.2,6.73
2024-08-14 15:02:33,24.984,72.9,6.02,412.8,268,0.2,6.73
2024-08-14 15:02:43,24.956,72.7,6,413.1,268,0.2,6.73
2024-08-14 15:02:53,24.92,72.1,5.96,413,268,0.2,6.73
2024-08-14 15:03:03,24.955,71.9,5.94,413,268,0.2,6.72
2024-08-14 15:03:13,25.063,72.3,5.96,413.2,269,0.2,6.72
2024-08-14 15:03:23,25.042,72.7,6,413.4,269,0.2,6.72
2024-08-14 15:03:33,25.073,73,6.01,413.3,269,0.2,6.72
2024-08-14 15:03:43,25.094,73.3,6.04,413.4,269,0.2,6.72
2024-08-14 15:03:53,25.074,73.3,6.04,413.4,269,0.2,6.72
2024-08-14 15:04:03,25.059,73.1,6.03,413.4,269,0.2,6.72
2024-08-14 15:04:13,25.127,73.2,6.03,413.4,269,0.2,6.72
2024-08-14 15:04:23,25.111,73.1,6.02,413.4,269,0.2,6.72
2024-08-14 15:04:33,25.367,78.2,6.41,414.2,269,0.2,6.72
2024-08-14 15:04:43,25.055,75.5,6.22,413.2,269,0.2,6.73
2024-08-14 15:04:53,24.968,73.6,6.08,412.7,268,0.2,6.73
2024-08-14 15:05:03,25.016,72.9,6.02,412.9,268,0.2,6.73
2024-08-14 15:05:13,25.079,72.7,5.99,412.9,268,0.2,6.72
2024-08-14 15:05:23,25.152,72.7,5.98,412.9,268,0.2,6.72
2024-08-14 15:05:33,25.193,72.8,5.99,412.9,268,0.2,6.72
2024-08-14 15:05:43,25.239,72.9,5.99,413,268,0.2,6.72
2024-08-14 15:05:53,25.273,72.9,5.99,412.9,268,0.2,6.72
2024-08-14 15:06:03,25.408,74,6.06,412.5,268,0.2,6.72
2024-08-14 15:06:13,25.554,75.1,6.14,412.1,268,0.2,6.73
2024-08-14 15:06:23,25.582,76.1,6.22,412.6,268,0.2,6.73
2024-08-14 15:06:33,25.547,76,6.21,412.7,268,0.2,6.74
2024-08-14 15:06:43,25.49,75.8,6.2,412.5,268,0.2,6.74
2024-08-14 15:06:53,25.325,75.1,6.16,412.4,268,0.2,6.74
2024-08-14 15:07:03,25.372,75.3,6.17,412.5,268,0.2,6.74
2024-08-14 15:07:13,25.544,75.3,6.16,412.7,268,0.2,6.73
2024-08-14 15:07:23,25.498,74.5,6.09,412.6,268,0.2,6.73
2024-08-14 15:07:33,25.532,74.2,6.07,412.4,268,0.2,6.73
2024-08-14 15:07:43,25.541,74.2,6.07,412.4,268,0.2,6.72
2024-08-14 15:07:53,25.594,74.5,6.08,411.7,268,0.2,6.72
2024-08-14 15:08:03,25.459,75,6.14,411.1,267,0.2,6.72
2024-08-14 15:08:13,25.354,74.5,6.11,411.6,268,0.2,6.72
2024-08-14 15:08:23,25.381,74.2,6.08,411.3,267,0.2,6.72
2024-08-14 15:08:33,25.426,73.9,6.05,411.9,268,0.2,6.72
2024-08-14 15:08:43,25.45,73.6,6.03,412.2,268,0.2,6.73
2024-08-14 15:08:53,25.403,73.7,6.04,411.9,268,0.2,6.73
2024-08-14 15:09:03,25.503,74.2,6.07,411.9,268,0.2,6.73
2024-08-14 15:09:13,25.458,74.1,6.06,411.8,268,0.2,6.73
2024-08-14 15:09:23,25.458,74,6.06,411.8,268,0.2,6.72
2024-08-14 15:09:33,25.356,73.7,6.04,411.7,268,0.2,6.73
2024-08-14 15:09:43,25.491,73.9,6.05,411.8,268,0.2,6.73
2024-08-14 15:09:53,25.579,74.2,6.06,411.9,268,0.2,6.72
2024-08-14 15:10:03,25.509,74.1,6.06,411.5,267,0.2,6.72
2024-08-14 15:10:13,25.487,74.5,6.1,411.3,267,0.2,6.73
2024-08-14 15:10:23,25.232,73.6,6.05,411.1,267,0.2,6.73
2024-08-14 15:10:33,25.164,72.7,5.98,411,267,0.2,6.73
2024-08-14 15:10:43,25.199,72.6,5.98,410.8,267,0.2,6.73
2024-08-14 15:10:53,25.035,72.2,5.96,410.7,267,0.2,6.73
2024-08-14 15:11:03,25.004,72.6,6,410.2,267,0.2,6.73
2024-08-14 15:11:13,25.215,74.4,6.12,410.8,267,0.2,6.73
2024-08-14 15:11:23,25.124,74.5,6.13,410.8,267,0.2,6.73
2024-08-14 15:11:33,24.975,72.9,6.02,410.7,267,0.2,6.73
2024-08-14 15:11:43,25.129,73.3,6.04,410.3,267,0.2,6.73
2024-08-14 15:11:53,25.175,73.8,6.07,410,267,0.2,6.73
2024-08-14 15:12:03,25.18,74,6.09,410,266,0.2,6.73
2024-08-14 15:12:13,25.108,73.6,6.06,410.2,267,0.2,6.73
2024-08-14 15:12:23,25.095,73.1,6.02,410,267,0.2,6.73
2024-08-14 15:12:33,25.045,72.5,5.98,410,266,0.2,6.73
2024-08-14 15:12:43,25.152,72.6,5.98,410.2,267,0.2,6.73
2024-08-14 15:12:53,25.247,72.9,5.99,410.2,267,0.2,6.73
2024-08-14 15:13:03,25.215,73,6,410,266,0.2,6.72
2024-08-14 15:13:13,25.263,73.7,6.05,409.4,266,0.2,6.72
2024-08-14 15:13:23,25.324,74.5,6.11,409.3,266,0.2,6.73
2024-08-14 15:13:33,25.492,74.6,6.11,409.9,266,0.2,6.73
2024-08-14 15:13:43,25.46,74.1,6.07,409.8,266,0.2,6.73
2024-08-14 15:13:53,25.508,74.3,6.08,409.8,266,0.2,6.73
2024-08-14 15:14:03,25.597,74.8,6.11,409.7,266,0.2,6.73
2024-08-14 15:14:13,25.662,75.8,6.18,409.4,266,0.2,6.73
2024-08-14 15:14:23,25.74,76.2,6.21,409.2,266,0.2,6.73
2024-08-14 15:14:33,25.519,75.9,6.2,408.7,266,0.19,6.73
2024-08-14 15:14:43,25.426,74.8,6.12,409,266,0.2,6.73
2024-08-14 15:14:53,25.58,74.9,6.12,409.2,266,0.2,6.73
2024-08-14 15:15:03,25.615,75.2,6.13,409.3,266,0.2,6.73
2024-08-14 15:15:13,25.485,74.8,6.12,408.9,266,0.19,6.73
2024-08-14 15:15:23,25.488,75.2,6.15,408.3,265,0.19,6.73
2024-08-14 15:15:33,25.61,75.8,6.19,408.5,266,0.19,6.74
2024-08-14 15:15:43,25.634,76,6.2,408.5,266,0.19,6.74
2024-08-14 15:15:53,25.622,75.8,6.18,408.6,266,0.19,6.74
2024-08-14 15:16:03,25.536,75.5,6.17,408.3,265,0.19,6.74
2024-08-14 15:16:13,25.535,75.7,6.19,407.9,265,0.19,6.74
2024-08-14 15:16:23,25.578,76,6.21,408,265,0.19,6.74
2024-08-14 15:16:33,25.859,77.1,6.26,407.9,265,0.19,6.74
2024-08-14 15:16:43,25.837,76.9,6.25,407.8,265,0.19,6.74
2024-08-14 15:16:53,25.861,76.9,6.25,407.7,265,0.19,6.74
2024-08-14 15:17:03,25.866,76.8,6.24,408,265,0.19,6.74
2024-08-14 15:17:13,25.923,77,6.25,407.7,265,0.19,6.74
2024-08-14 15:17:23,25.885,77,6.25,407.5,265,0.19,6.74
2024-08-14 15:17:33,25.855,76.9,6.25,407.4,265,0.19,6.74
2024-08-14 15:17:43,25.865,76.9,6.25,407.2,265,0.19,6.74
2024-08-14 15:17:53,25.852,77.2,6.28,406.6,264,0.19,6.74
2024-08-14 15:18:03,25.812,77.5,6.3,406.6,264,0.19,6.74
2024-08-14 15:18:13,25.672,76.5,6.24,406.7,264,0.19,6.75
2024-08-14 15:18:23,25.564,75.5,6.17,406.5,264,0.19,6.75
2024-08-14 15:18:33,25.541,74.9,6.12,406,264,0.19,6.75
2024-08-14 15:18:43,25.61,74.8,6.11,406.2,264,0.19,6.75
2024-08-14 15:18:53,25.685,75.1,6.13,406.4,264,0.19,6.75
2024-08-14 15:19:03,25.765,75.5,6.14,406.7,264,0.19,6.75
2024-08-14 15:19:13,25.844,75.9,6.17,406.8,264,0.19,6.75
2024-08-14 15:19:23,25.862,76.3,6.2,406.6,264,0.19,6.75
2024-08-14 15:19:33,25.796,76.5,6.22,406.4,264,0.19,6.75
2024-08-14 15:19:43,25.685,76.4,6.23,405.9,264,0.19,6.76
2024-08-14 15:19:53,25.583,75.9,6.2,405.5,264,0.19,6.76
2024-08-14 15:20:03,25.602,75.7,6.18,405.8,264,0.19,6.75
2024-08-14 15:20:13,25.616,75.5,6.17,405.6,264,0.19,6.75
2024-08-14 15:20:23,25.527,75.3,6.16,405.4,264,0.19,6.75
2024-08-14 15:20:33,25.339,74.4,6.1,405.5,264,0.19,6.75
2024-08-14 15:20:43,25.482,74.9,6.13,405.3,263,0.19,6.75
2024-08-14 15:20:53,25.547,75.9,6.21,405.2,263,0.19,6.75
2024-08-14 15:21:03,25.518,75.9,6.21,405.2,263,0.19,6.75
2024-08-14 15:21:13,25.458,75.7,6.19,405.1,263,0.19,6.75
2024-08-14 15:21:23,25.437,75.4,6.17,405.2,263,0.19,6.75
2024-08-14 15:21:33,25.622,76.4,6.24,404.3,263,0.19,6.75
2024-08-14 15:21:43,25.707,77.8,6.34,404.1,263,0.19,6.75
2024-08-14 15:21:53,25.596,77.3,6.31,404.5,263,0.19,6.75
2024-08-14 15:22:03,25.653,77.3,6.3,404.6,263,0.19,6.75
2024-08-14 15:22:13,25.625,77.2,6.3,404.7,263,0.19,6.75
2024-08-14 15:22:23,25.678,77.1,6.29,404.3,263,0.19,6.75
2024-08-14 15:22:33,25.744,77.6,6.32,404.3,263,0.19,6.75
2024-08-14 15:22:43,25.744,77.7,6.33,404.5,263,0.19,6.75
2024-08-14 15:22:53,25.75,77.6,6.32,404.4,263,0.19,6.75
2024-08-14 15:23:03,25.786,77.5,6.31,404.4,263,0.19,6.75
2024-08-14 15:23:13,25.82,77.7,6.32,404.3,263,0.19,6.75
2024-08-14 15:23:23,25.795,77.8,6.33,404.1,263,0.19,6.75
2024-08-14 15:23:33,25.791,78,6.35,404,263,0.19,6.76
2024-08-14 15:23:43,25.792,78.1,6.35,403.9,263,0.19,6.76
2024-08-14 15:23:53,25.781,78,6.35,403.9,263,0.19,6.76
2024-08-14 15:24:03,25.734,78,6.35,403.8,262,0.19,6.76
2024-08-14 15:24:13,25.781,78.2,6.36,403.7,262,0.19,6.76
2024-08-14 15:24:23,25.784,78.3,6.37,403.6,262,0.19,6.75
2024-08-14 15:24:33,25.767,78.5,6.39,403.5,262,0.19,6.76
2024-08-14 15:24:43,25.866,79,6.42,403.5,262,0.19,6.76
2024-08-14 15:24:53,25.85,79.6,6.46,402.9,262,0.19,6.76
2024-08-14 15:25:03,25.642,78.9,6.44,402.4,262,0.19,6.76
2024-08-14 15:25:13,25.625,78.4,6.4,402.5,262,0.19,6.76
2024-08-14 15:25:23,25.609,78.2,6.39,402.4,262,0.19,6.75
2024-08-14 15:25:33,25.582,78.2,6.39,402.1,261,0.19,6.75
2024-08-14 15:25:43,25.579,78.1,6.38,402.2,261,0.19,6.75
2024-08-14 15:25:53,25.683,78.5,6.4,402.3,261,0.19,6.75
2024-08-14 15:26:03,25.716,78.6,6.41,402.3,262,0.19,6.75
2024-08-14 15:26:13,25.705,78.7,6.41,402.3,262,0.19,6.75
2024-08-14 15:26:23,25.751,79.2,6.45,402.2,261,0.19,6.75
2024-08-14 15:26:33,25.977,80.2,6.51,402.1,261,0.19,6.76
2024-08-14 15:26:43,26.268,82.9,6.68,401.8,261,0.19,6.76
2024-08-14 15:26:53,26.225,83.4,6.73,401.8,261,0.19,6.76
2024-08-14 15:27:03,26.155,83.1,6.72,401.8,261,0.19,6.77
2024-08-14 15:27:13,26.085,82.6,6.68,401.9,261,0.19,6.77
2024-08-14 15:27:23,25.902,81.4,6.61,401.6,261,0.19,6.77
2024-08-14 15:27:33,25.875,81,6.58,401.2,261,0.19,6.77
2024-08-14 15:27:43,26.097,82.8,6.7,400.3,260,0.19,6.77
2024-08-14 15:27:53,26.105,83.5,6.75,400.6,260,0.19,6.77
2024-08-14 15:28:03,26.26,83.8,6.77,400.5,260,0.19,6.77
2024-08-14 15:28:13,26.301,84,6.77,401.2,261,0.19,6.77
2024-08-14 15:28:23,26.265,83.7,6.75,401.3,261,0.19,6.77
2024-08-14 15:28:33,26.232,83.4,6.73,401.4,261,0.19,6.77
2024-08-14 15:28:43,26.418,84.1,6.76,401.4,261,0.19,6.78
2024-08-14 15:28:53,26.483,84.5,6.79,400.5,260,0.19,6.78
2024-08-14 15:29:03,26.322,84,6.77,397.7,259,0.19,6.78
2024-08-14 15:29:13,26.137,83,6.71,399.3,260,0.19,6.78
2024-08-14 15:29:23,26.268,83.3,6.72,400.2,260,0.19,6.78
2024-08-14 15:29:33,26.355,84.1,6.77,400.3,260,0.19,6.78
2024-08-14 15:29:43,26.366,84.3,6.79,399.2,259,0.19,6.78
2024-08-14 15:29:53,26.36,84.2,6.78,398.4,259,0.19,6.78
2024-08-14 15:30:03,26.38,84,6.76,398.5,259,0.19,6.78
2024-08-14 15:30:13,26.397,84,6.76,398.7,259,0.19,6.78
2024-08-14 15:30:23,26.48,84.4,6.78,398.8,259,0.19,6.78
2024-08-14 15:30:33,26.403,84.2,6.78,398.4,259,0.19,6.78
2024-08-14 15:30:43,26.361,84.1,6.77,398.3,259,0.19,6.79
2024-08-14 15:30:53,26.304,83.6,6.74,399.2,259,0.19,6.79
2024-08-14 15:31:03,26.314,83.4,6.72,399.4,260,0.19,6.79
2024-08-14 15:31:13,26.392,83.6,6.73,399.3,260,0.19,6.78
2024-08-14 15:31:23,26.431,83.8,6.74,399.5,260,0.19,6.78
2024-08-14 15:31:33,26.458,83.9,6.75,399.8,260,0.19,6.78
2024-08-14 15:31:43,26.53,84.3,6.77,399.9,260,0.19,6.78
2024-08-14 15:31:53,26.508,84.4,6.78,399.7,260,0.19,6.79
2024-08-14 15:32:03,26.432,84.2,6.77,399.5,260,0.19,6.79
2024-08-14 15:32:13,26.41,83.9,6.75,399.5,260,0.19,6.79
2024-08-14 15:32:23,26.416,83.7,6.73,399.2,260,0.19,6.79
2024-08-14 15:32:33,26.519,83.9,6.74,398.9,259,0.19,6.79
2024-08-14 15:32:43,26.499,83.8,6.73,398.7,259,0.19,6.79
2024-08-14 15:32:53,26.22,82.6,6.66,398.3,259,0.19,6.79
2024-08-14 15:33:03,26.016,81.2,6.58,398.2,259,0.19,6.79
2024-08-14 15:33:13,25.864,80,6.5,398.1,259,0.19,6.78
2024-08-14 15:33:23,25.781,79.1,6.43,398.1,259,0.19,6.77
2024-08-14 15:33:33,25.744,78.6,6.41,397.9,259,0.19,6.77
2024-08-14 15:33:43,25.967,79.2,6.43,398.2,259,0.19,6.76
2024-08-14 15:33:53,25.978,79.3,6.43,398.2,259,0.19,6.76
2024-08-14 15:34:03,25.964,79.4,6.44,398.1,259,0.19,6.76
2024-08-14 15:34:13,26.016,79.9,6.48,398.1,259,0.19,6.76
2024-08-14 15:34:23,26.073,80.3,6.5,398.2,259,0.19,6.76
2024-08-14 15:34:33,26.002,79.9,6.48,398,259,0.19,6.76
2024-08-14 15:34:43,25.889,79.3,6.44,397.6,258,0.19,6.76
2024-08-14 15:34:53,25.902,79.1,6.42,397.8,259,0.19,6.76
2024-08-14 15:35:03,25.987,79.3,6.43,397.9,259,0.19,6.76
2024-08-14 15:35:13,25.994,79.3,6.43,398,259,0.19,6.76
2024-08-14 15:35:23,25.94,79.2,6.42,397.6,258,0.19,6.76
2024-08-14 15:35:33,25.889,78.8,6.4,397.1,258,0.19,6.76
2024-08-14 15:35:43,26.006,79.1,6.41,397.2,258,0.19,6.75
2024-08-14 15:35:53,26.229,80.2,6.48,396.8,258,0.19,6.76
2024-08-14 15:36:03,26.313,80.8,6.51,397,258,0.19,6.76
2024-08-14 15:36:13,26.461,81.6,6.56,397.1,258,0.19,6.76
2024-08-14 15:36:23,26.55,82.3,6.61,397.2,258,0.19,6.77
2024-08-14 15:36:33,26.542,82.6,6.63,397,258,0.19,6.77
2024-08-14 15:36:43,26.422,81.8,6.58,397.2,258,0.19,6.77
2024-08-14 15:36:53,26.408,81.6,6.56,397.2,258,0.19,6.77
2024-08-14 15:37:03,26.473,81.7,6.57,397.4,258,0.19,6.77
2024-08-14 15:37:13,26.539,82,6.58,397.5,258,0.19,6.77
2024-08-14 15:37:23,26.687,82.7,6.62,397.5,258,0.19,6.77
2024-08-14 15:37:33,26.849,83.2,6.64,397.6,258,0.19,6.77
2024-08-14 15:37:43,26.857,84.5,6.74,396.8,258,0.19,6.78
2024-08-14 15:37:53,26.562,82.9,6.65,397.3,258,0.19,6.78
2024-08-14 15:38:03,26.611,82.2,6.59,397.1,258,0.19,6.78
2024-08-14 15:38:13,26.444,81.5,6.55,396.8,258,0.19,6.78
2024-08-14 15:38:23,26.361,81.2,6.53,396.8,258,0.19,6.77
2024-08-14 15:38:33,26.234,80.5,6.5,396.8,258,0.19,6.77
2024-08-14 15:38:43,26.071,79.5,6.43,396.7,258,0.19,6.77
2024-08-14 15:38:53,26.105,79.2,6.41,396.6,258,0.19,6.76
2024-08-14 15:39:03,26.317,79.8,6.43,396.5,258,0.19,6.76
2024-08-14 15:39:13,26.307,79.7,6.42,396,257,0.19,6.76
2024-08-14 15:39:23,26.285,79.3,6.4,396.6,258,0.19,6.76
2024-08-14 15:39:33,26.315,79.4,6.4,396.7,258,0.19,6.76
2024-08-14 15:39:43,26.205,79.2,6.4,396.4,258,0.19,6.76
2024-08-14 15:39:53,26.333,80.2,6.46,395.1,257,0.19,6.76
2024-08-14 15:40:03,26.383,81.5,6.56,394,256,0.19,6.77
2024-08-14 15:40:13,26.964,89.7,7.15,389.7,253,0.19,6.79
2024-08-14 15:40:23,26.561,83.5,6.7,393,255,0.19,6.8
2024-08-14 15:40:33,26.106,82,6.63,394.8,257,0.19,6.8
2024-08-14 15:40:43,27.489,85.8,6.79,384.6,250,0.18,6.79
2024-08-14 15:40:53,27.971,100.6,7.88,383.7,249,0.18,6.8
2024-08-14 15:41:03,27.951,102.6,8.03,382.9,249,0.18,6.85
2024-08-14 15:41:13,27.743,103.9,8.16,382.1,248,0.18,6.9
2024-08-14 15:41:23,27.52,105.3,8.3,381.5,248,0.18,6.93
2024-08-14 15:41:33,27.419,107,8.45,381.8,248,0.18,6.94
2024-08-14 15:41:43,27.424,109.2,8.63,381.7,248,0.18,6.96
2024-08-14 15:41:53,27.467,111.2,8.78,381.6,248,0.18,6.97
2024-08-14 15:42:03,27.445,112.5,8.88,381.6,248,0.18,6.98
2024-08-14 15:42:13,27.342,112.2,8.88,381.5,248,0.18,6.99
2024-08-14 15:42:23,27.33,111.5,8.82,381.2,248,0.18,6.99
2024-08-14 15:42:33,27.376,112,8.86,380.6,247,0.18,6.99
2024-08-14 15:42:43,27.403,113.1,8.94,380.3,247,0.18,7
2024-08-14 15:42:53,27.401,113.9,9,379.8,247,0.18,7.01
2024-08-14 15:43:03,27.459,114.7,9.06,379.6,247,0.18,7.01
2024-08-14 15:43:13,27.527,116.5,9.19,379.2,246,0.18,7.02
2024-08-14 15:43:23,27.794,125.4,9.84,378.5,246,0.18,7.04
2024-08-14 15:43:33,28.274,119.5,9.3,376.8,245,0.18,7.07
2024-08-14 15:43:43,28.126,115.9,9.04,375.3,244,0.18,7.08
2024-08-14 15:43:53,27.926,114.6,8.97,375.4,244,0.18,7.07
2024-08-14 15:44:03,27.885,115.1,9.02,374.8,244,0.18,7.07
2024-08-14 15:44:13,27.859,115.5,9.06,375.6,244,0.18,7.07
2024-08-14 15:44:23,27.822,115.4,9.05,376.4,245,0.18,7.07
2024-08-14 15:44:33,27.811,115.5,9.06,376.6,245,0.18,7.07
2024-08-14 15:44:43,27.753,115.7,9.09,376.6,245,0.18,7.07
2024-08-14 15:44:53,27.636,116.1,9.14,377,245,0.18,7.07
2024-08-14 15:45:03,27.549,116.3,9.17,377.4,245,0.18,7.07
2024-08-14 15:45:13,27.542,116.2,9.16,377.6,245,0.18,7.06
2024-08-14 15:45:23,27.577,115.2,9.08,376.7,245,0.18,7.06
2024-08-14 15:45:33,27.697,114.2,8.98,376.2,245,0.18,7.05
2024-08-14 15:45:43,27.762,113.8,8.94,376.4,245,0.18,7.05
2024-08-14 15:45:53,27.809,113.8,8.93,376.4,245,0.18,7.05
2024-08-14 15:46:03,24.914,105.9,8.74,395.5,257,0.19,7.05
2024-08-14 15:46:13,26.67,100.9,8.33,367.7,239,0.17,7.04
2024-08-14 15:46:23,27.83,107.2,8.41,371.7,242,0.18,7.01
2024-08-14 15:46:33,27.963,111.2,8.7,375.4,244,0.18,7
2024-08-14 15:46:43,28.069,113.3,8.85,374.6,243,0.18,7.02
2024-08-14 15:46:53,28.057,114,8.91,374.7,244,0.18,7.03
2024-08-14 15:47:03,27.985,114.2,8.94,375.1,244,0.18,7.04
2024-08-14 15:47:13,27.948,114.1,8.93,375.1,244,0.18,7.04
2024-08-14 15:47:23,27.818,114,8.94,375.3,244,0.18,7.04
2024-08-14 15:47:33,27.734,114,8.96,375.8,244,0.18,7.04
2024-08-14 15:47:43,27.737,114.2,8.97,376,244,0.18,7.04
2024-08-14 15:47:53,27.827,114.8,9.01,376.3,245,0.18,7.04
2024-08-14 15:48:03,27.86,115.9,9.09,377,245,0.18,7.04
2024-08-14 15:48:13,27.629,115.3,9.07,377,245,0.18,7.05
2024-08-14 15:48:23,27.354,114,9.01,376.8,245,0.18,7.05
2024-08-14 15:48:33,27.325,113.4,8.98,377.1,245,0.18,7.04
2024-08-14 15:48:43,27.229,112.8,8.94,376.6,245,0.18,7.03
2024-08-14 15:48:53,27.07,112.1,8.91,377.3,245,0.18,7.03
2024-08-14 15:49:03,26.927,110.9,8.84,376.9,245,0.18,7.02
2024-08-14 15:49:13,27.04,110.9,8.82,375.7,244,0.18,7.02
2024-08-14 15:49:23,27.108,111.1,8.83,375.5,244,0.18,7.02
2024-08-14 15:49:33,27.152,111.2,8.83,375.8,244,0.18,7.02
2024-08-14 15:49:43,27.126,111,8.82,375.8,244,0.18,7.02
2024-08-14 15:49:53,27.111,110.9,8.81,375.7,244,0.18,7.02
2024-08-14 15:50:03,27.065,110.7,8.8,375.5,244,0.18,7.02
2024-08-14 15:50:13,27.055,110.7,8.8,375.3,244,0.18,7.02
2024-08-14 15:50:23,27.143,110.9,8.8,375.2,244,0.18,7.02
2024-08-14 15:50:33,27.239,111,8.8,374.9,244,0.18,7.02
2024-08-14 15:50:43,27.256,111.2,8.82,375.1,244,0.18,7.02
2024-08-14 15:50:53,27.254,111.7,8.85,375.3,244,0.18,7.02
2024-08-14 15:51:03,27.298,111.9,8.86,375.4,244,0.18,7.02
2024-08-14 15:51:13,27.35,112,8.86,375.5,244,0.18,7.03
2024-08-14 15:51:23,27.356,112.1,8.87,375.6,244,0.18,7.03
2024-08-14 15:51:33,27.366,112.3,8.88,375.8,244,0.18,7.03
2024-08-14 15:51:43,27.438,112.7,8.9,375.9,244,0.18,7.04
2024-08-14 15:51:53,27.466,112.8,8.9,375.8,244,0.18,7.04
2024-08-14 15:52:03,27.387,112.7,8.91,375.5,244,0.18,7.04
2024-08-14 15:52:13,27.398,113,8.93,375.6,244,0.18,7.04
2024-08-14 15:52:23,27.401,113.8,9,375.8,244,0.18,7.04
2024-08-14 15:52:33,27.332,114,9.02,376.2,245,0.18,7.04
2024-08-14 15:52:43,27.387,114.7,9.07,376.1,244,0.18,7.04
2024-08-14 15:52:53,27.418,115.1,9.1,376.1,244,0.18,7.05
2024-08-14 15:53:03,27.41,114.9,9.08,376,244,0.18,7.05
2024-08-14 15:53:13,27.417,114.8,9.07,376,244,0.18,7.05
2024-08-14 15:53:23,27.321,113.8,9.01,375.9,244,0.18,7.05
2024-08-14 15:53:33,27.235,113.2,8.97,375.8,244,0.18,7.05
2024-08-14 15:53:43,27.189,112.9,8.95,375.8,244,0.18,7.05
2024-08-14 15:53:53,27.105,112.7,8.96,375.6,244,0.18,7.05
2024-08-14 15:54:03,26.953,112.5,8.96,375.4,244,0.18,7.04
2024-08-14 15:54:13,26.787,111.4,8.9,375.1,244,0.18,7.04
2024-08-14 15:54:23,26.719,110.8,8.87,374.9,244,0.18,7.03
2024-08-14 15:54:33,26.65,111.1,8.9,374.8,244,0.18,7.02
2024-08-14 15:54:43,26.584,110.6,8.87,374.7,244,0.18,7.02
2024-08-14 15:54:53,26.546,109.6,8.8,374.8,244,0.18,7.01
2024-08-14 15:55:03,26.438,108.4,8.71,374.7,244,0.18,7.01
2024-08-14 15:55:13,26.321,107,8.63,374.3,243,0.18,7
2024-08-14 15:55:23,26.147,105.2,8.5,374.1,243,0.18,6.98
2024-08-14 15:55:33,26.296,106,8.55,374.3,243,0.18,6.98
2024-08-14 15:55:43,26.672,107.5,8.61,374.8,244,0.18,6.97
2024-08-14 15:55:53,26.898,108.6,8.66,375.2,244,0.18,6.97
2024-08-14 15:56:03,26.844,109.2,8.71,375.1,244,0.18,6.98
2024-08-14 15:56:13,26.51,107.5,8.63,374.6,244,0.18,6.99
2024-08-14 15:56:23,26.504,106.8,8.58,374.6,243,0.18,6.98
2024-08-14 15:56:33,26.66,107.4,8.6,375.2,244,0.18,6.98
