Date,Time,Sensor_Depth_ft
8/17/2024,6:30:00 AM,1.07
8/17/2024,6:45:00 AM,1.07
8/17/2024,7:00:00 AM,1.07
8/17/2024,7:15:00 AM,1.07
8/17/2024,7:30:00 AM,1.07
8/17/2024,7:45:00 AM,1.07
8/17/2024,8:00:00 AM,1.07
8/17/2024,8:15:00 AM,1.07
8/17/2024,8:30:00 AM,1.07
8/17/2024,8:45:00 AM,1.08
8/17/2024,9:00:00 AM,1.09
8/17/2024,9:15:00 AM,1.09
8/17/2024,9:30:00 AM,1.09
8/17/2024,9:45:00 AM,1.08
8/17/2024,10:00:00 AM,1.08
8/17/2024,10:15:00 AM,1.08
8/17/2024,10:30:00 AM,1.07
8/17/2024,10:45:00 AM,1.07
8/17/2024,11:00:00 AM,1.07
8/17/2024,11:15:00 AM,1.06
8/17/2024,11:30:00 AM,1.06
8/17/2024,11:45:00 AM,1.06
8/17/2024,12:00:00 PM,1.06
8/17/2024,12:15:00 PM,1.06
8/17/2024,12:30:00 PM,1.06
8/17/2024,12:45:00 PM,1.06
8/17/2024,1:00:00 PM,1.06
8/17/2024,1:15:00 PM,1.06
8/17/2024,1:30:00 PM,1.06
8/17/2024,1:45:00 PM,1.06
8/17/2024,2:00:00 PM,1.05
8/17/2024,2:15:00 PM,1.05
8/17/2024,2:30:00 PM,1.05
8/17/2024,2:45:00 PM,1.05
8/17/2024,3:00:00 PM,1.05
8/17/2024,3:15:00 PM,1.05
8/17/2024,3:30:00 PM,1.05
8/17/2024,3:45:00 PM,1.04
8/17/2024,4:00:00 PM,1.05
8/17/2024,4:15:00 PM,1.04
8/17/2024,4:30:00 PM,1.04
8/17/2024,4:45:00 PM,1.04
8/17/2024,5:00:00 PM,1.04
8/17/2024,5:15:00 PM,1.04
8/17/2024,5:30:00 PM,1.04
8/17/2024,5:45:00 PM,1.04
8/17/2024,6:00:00 PM,1.04
8/17/2024,6:15:00 PM,1.04
8/17/2024,6:30:00 PM,1.04
8/17/2024,6:45:00 PM,1.04
8/17/2024,7:00:00 PM,1.03
8/17/2024,7:15:00 PM,1.03
8/17/2024,7:30:00 PM,1.03
8/17/2024,7:45:00 PM,1.03
8/17/2024,8:00:00 PM,1.03
8/17/2024,8:15:00 PM,1.03
8/17/2024,8:30:00 PM,1.03
8/17/2024,8:45:00 PM,1.03
8/17/2024,9:00:00 PM,1.03
8/17/2024,9:15:00 PM,1.03
8/17/2024,9:30:00 PM,1.03
8/17/2024,9:45:00 PM,1.03
8/17/2024,10:00:00 PM,1.03
8/17/2024,10:15:00 PM,1.03
8/17/2024,10:30:00 PM,1.03
8/17/2024,10:45:00 PM,1.03
8/17/2024,11:00:00 PM,1.03
8/17/2024,11:15:00 PM,1.03
8/17/2024,11:30:00 PM,1.03
8/17/2024,11:45:00 PM,1.03
8/18/2024,12:00:00 AM,1.03
8/18/2024,12:15:00 AM,1.03
8/18/2024,12:30:00 AM,1.03
8/18/2024,12:45:00 AM,1.03
8/18/2024,1:00:00 AM,1.04
8/18/2024,1:15:00 AM,1.04
8/18/2024,1:30:00 AM,1.04
8/18/2024,1:45:00 AM,1.04
8/18/2024,2:00:00 AM,1.04
8/18/2024,2:15:00 AM,1.04
8/18/2024,2:30:00 AM,1.04
8/18/2024,2:45:00 AM,1.04
8/18/2024,3:00:00 AM,1.04
8/18/2024,3:15:00 AM,1.04
8/18/2024,3:30:00 AM,1.04
8/18/2024,3:45:00 AM,1.04
8/18/2024,4:00:00 AM,1.04
8/18/2024,4:15:00 AM,1.04
8/18/2024,4:30:00 AM,1.04
8/18/2024,4:45:00 AM,1.04
8/18/2024,5:00:00 AM,1.04
8/18/2024,5:15:00 AM,1.04
8/18/2024,5:30:00 AM,1.05
8/18/2024,5:45:00 AM,1.05
8/18/2024,6:00:00 AM,1.05
8/18/2024,6:15:00 AM,1.05
8/18/2024,6:30:00 AM,1.05
8/18/2024,6:45:00 AM,1.05
8/18/2024,7:00:00 AM,1.05
8/18/2024,7:15:00 AM,1.05
8/18/2024,7:30:00 AM,1.05
8/18/2024,7:45:00 AM,1.05
8/18/2024,8:00:00 AM,1.05
8/18/2024,8:15:00 AM,1.05
8/18/2024,8:30:00 AM,1.05
8/18/2024,8:45:00 AM,1.05
8/18/2024,9:00:00 AM,1.05
8/18/2024,9:15:00 AM,1.05
8/18/2024,9:30:00 AM,1.05
8/18/2024,9:45:00 AM,1.05
8/18/2024,10:00:00 AM,1.05
8/18/2024,10:15:00 AM,1.05
8/18/2024,10:30:00 AM,1.06
8/18/2024,10:45:00 AM,1.05
8/18/2024,11:00:00 AM,1.06
8/18/2024,11:15:00 AM,1.05
8/18/2024,11:30:00 AM,1.05
8/18/2024,11:45:00 AM,1.05
8/18/2024,12:00:00 PM,1.05
8/18/2024,12:15:00 PM,1.05
8/18/2024,12:30:00 PM,1.05
8/18/2024,12:45:00 PM,1.05
8/18/2024,1:00:00 PM,1.05
8/18/2024,1:15:00 PM,1.05
8/18/2024,1:30:00 PM,1.05
8/18/2024,1:45:00 PM,1.05
8/18/2024,2:00:00 PM,1.05
8/18/2024,2:15:00 PM,1.05
8/18/2024,2:30:00 PM,1.05
8/18/2024,2:45:00 PM,1.05
8/18/2024,3:00:00 PM,1.05
8/18/2024,3:15:00 PM,1.05
8/18/2024,3:30:00 PM,1.05
8/18/2024,3:45:00 PM,1.05
8/18/2024,4:00:00 PM,1.05
8/18/2024,4:15:00 PM,1.05
8/18/2024,4:30:00 PM,1.05
8/18/2024,4:45:00 PM,1.05
8/18/2024,5:00:00 PM,1.05
8/18/2024,5:15:00 PM,1.05
8/18/2024,5:30:00 PM,1.05
8/18/2024,5:45:00 PM,1.05
8/18/2024,6:00:00 PM,1.06
8/18/2024,6:15:00 PM,1.06
8/18/2024,6:30:00 PM,1.06
8/18/2024,6:45:00 PM,1.07
8/18/2024,7:00:00 PM,1.07
8/18/2024,7:15:00 PM,1.07
8/18/2024,7:30:00 PM,1.07
8/18/2024,7:45:00 PM,1.07
8/18/2024,8:00:00 PM,1.07
8/18/2024,8:15:00 PM,1.07
8/18/2024,8:30:00 PM,1.07
8/18/2024,8:45:00 PM,1.07
8/18/2024,9:00:00 PM,1.07
8/18/2024,9:15:00 PM,1.07
8/18/2024,9:30:00 PM,1.08
8/18/2024,9:45:00 PM,1.08
8/18/2024,10:00:00 PM,1.08
8/18/2024,10:15:00 PM,1.08
8/18/2024,10:30:00 PM,1.08
8/18/2024,10:45:00 PM,1.08
8/18/2024,11:00:00 PM,1.09
8/18/2024,11:15:00 PM,1.09
8/18/2024,11:30:00 PM,1.09
8/18/2024,11:45:00 PM,1.09
8/19/2024,12:00:00 AM,1.08
8/19/2024,12:15:00 AM,1.09
8/19/2024,12:30:00 AM,1.12
8/19/2024,12:45:00 AM,1.15
8/19/2024,1:00:00 AM,1.21
8/19/2024,1:15:00 AM,1.24
8/19/2024,1:30:00 AM,1.26
8/19/2024,1:45:00 AM,1.27
8/19/2024,2:00:00 AM,1.27
8/19/2024,2:15:00 AM,1.27
8/19/2024,2:30:00 AM,1.27
8/19/2024,2:45:00 AM,1.28
8/19/2024,3:00:00 AM,1.28
8/19/2024,3:15:00 AM,1.28
8/19/2024,3:30:00 AM,1.29
8/19/2024,3:45:00 AM,1.29
8/19/2024,4:00:00 AM,1.29
8/19/2024,4:15:00 AM,1.3
8/19/2024,4:30:00 AM,1.31
8/19/2024,4:45:00 AM,1.31
8/19/2024,5:00:00 AM,1.32
8/19/2024,5:15:00 AM,1.33
8/19/2024,5:30:00 AM,1.33
8/19/2024,5:45:00 AM,1.34
8/19/2024,6:00:00 AM,1.35
8/19/2024,6:15:00 AM,1.36
8/19/2024,6:30:00 AM,1.37
8/19/2024,6:45:00 AM,1.38
8/19/2024,7:00:00 AM,1.39
8/19/2024,7:15:00 AM,1.4
8/19/2024,7:30:00 AM,1.4
8/19/2024,7:45:00 AM,1.41
8/19/2024,8:00:00 AM,1.42
8/19/2024,8:15:00 AM,1.43
8/19/2024,8:30:00 AM,1.43
8/19/2024,8:45:00 AM,1.44
8/19/2024,9:00:00 AM,1.45
8/19/2024,9:15:00 AM,1.46
8/19/2024,9:30:00 AM,1.47
8/19/2024,9:45:00 AM,1.47
8/19/2024,10:00:00 AM,1.48
8/19/2024,10:15:00 AM,1.48
8/19/2024,10:30:00 AM,1.49
8/19/2024,10:45:00 AM,1.49
8/19/2024,11:00:00 AM,1.5
8/19/2024,11:15:00 AM,1.51
8/19/2024,11:30:00 AM,1.51
8/19/2024,11:45:00 AM,1.51
8/19/2024,12:00:00 PM,1.51
8/19/2024,12:15:00 PM,1.51
8/19/2024,12:30:00 PM,1.51
8/19/2024,12:45:00 PM,1.52
8/19/2024,1:00:00 PM,1.52
8/19/2024,1:15:00 PM,1.52
8/19/2024,1:30:00 PM,1.52
8/19/2024,1:45:00 PM,1.53
8/19/2024,2:00:00 PM,1.53
8/19/2024,2:15:00 PM,1.53
8/19/2024,2:30:00 PM,1.53
8/19/2024,2:45:00 PM,1.53
8/19/2024,3:00:00 PM,1.53
8/19/2024,3:15:00 PM,1.53
8/19/2024,3:30:00 PM,1.53
8/19/2024,3:45:00 PM,1.52
8/19/2024,4:00:00 PM,1.52
8/19/2024,4:15:00 PM,1.53
8/19/2024,4:30:00 PM,1.51
8/19/2024,4:45:00 PM,1.52
8/19/2024,5:00:00 PM,1.52
8/19/2024,5:15:00 PM,1.51
8/19/2024,5:30:00 PM,1.51
8/19/2024,5:45:00 PM,1.51
8/19/2024,6:00:00 PM,1.51
8/19/2024,6:15:00 PM,1.51
8/19/2024,6:30:00 PM,1.5
8/19/2024,6:45:00 PM,1.5
8/19/2024,7:00:00 PM,1.5
8/19/2024,7:15:00 PM,1.5
8/19/2024,7:30:00 PM,1.49
8/19/2024,7:45:00 PM,1.49
8/19/2024,8:00:00 PM,1.49
8/19/2024,8:15:00 PM,1.49
8/19/2024,8:30:00 PM,1.49
8/19/2024,8:45:00 PM,1.48
8/19/2024,9:00:00 PM,1.48
8/19/2024,9:15:00 PM,1.47
8/19/2024,9:30:00 PM,1.47
8/19/2024,9:45:00 PM,1.47
8/19/2024,10:00:00 PM,1.47
8/19/2024,10:15:00 PM,1.46
8/19/2024,10:30:00 PM,1.46
8/19/2024,10:45:00 PM,1.45
8/19/2024,11:00:00 PM,1.45
8/19/2024,11:15:00 PM,1.45
8/19/2024,11:30:00 PM,1.45
8/19/2024,11:45:00 PM,1.44
